run_time_utc,week,p_Kyler Murray,p_Christian Watson,p_DeVonta Smith,p_Juwan Johnson,p_all4,p_product,unit_ev,ev_example_stake,n_sims
2026-09-17 01:35:06,1,0.28590,0.81760,0.42676,0.61897,0.06225,0.06175,-0.11086,-27.72,100000
